x	time
-0.620043457107396	before
0.0428243878462334	before
-0.648315978548695	before
0.40131616755309	before
0.748128096214588	before
-0.100230309580753	before
-0.48542104287591	before
-1.34241109000985	before
-0.960677320370406	before
1.51382855582229	before
0.902771080404331	before
0.00720030236091078	before
2.8398276826162	before
0.550937421779941	before
0.196340344186878	before
0.527476385719245	before
-0.62899986943337	before
-2.23865805377933	before
0.512750819597187	before
-1.4608043448449	before
1.74460277133493	before
0.822587019743774	before
-0.0657801375199312	before
0.486431244577052	before
0.266161799538385	before
0.721005948450741	before
0.658654686410887	before
1.09262539789858	before
0.843054041640706	before
-0.211702089758182	before
-0.577226345557366	after
-0.181679121616172	after
0.290897818588123	after
-0.32316422470018	after
1.77069609452121	after
0.92570518579168	after
-0.274105642465102	after
0.746558306699016	after
-0.782669335998428	after
-1.43018431984954	after
-0.411271879946271	after
1.78316075481252	after
-1.62353050160806	after
0.0577932530923902	after
-0.952947093911991	after
-0.958872072792238	after
-0.904955281284487	after
-1.26839386807994	after
0.0818919379161386	after
0.220949718074111	after
-0.545290011113686	after
0.533423620337185	after
1.64227688122632	after
-1.72171681007956	after
0.469652311391046	after
0.212899825355494	after
1.6539253120271	after
-2.45359544185905	after
0.886326603094482	after
1.3800682175488	after
