x	y
-1.31409689683287	-1.3584202926445
-0.478066379127638	-0.211657958008994
-0.344072013785029	-0.125804079697737
-1.81059998972752	-1.62061826804807
0.620597404097545	0.708934695590266
0.0251696309683788	-0.221968970665799
1.9782120498373	1.8616337638699
1.10348049288083	0.909664238161573
0.296958720938132	0.532765321335139
-0.0244793930152582	-0.0911180059767985
0.293092038656731	0.2802580574493
-0.782318668794898	-0.58454198030557
0.605496022149813	0.770463053029436
0.79206489725243	0.892353618895137
-1.53615283283092	-1.64444302114018
-0.215212106524761	-0.460013056290805
-0.532531892036952	-0.670042569289229
-0.375413200115041	-0.219409255432964
0.729395187722783	0.540357004953877
-0.126363807118071	-0.282585987491116
-0.0718553748620969	-0.181540233063446
-1.1215644372238	-1.27218091202271
2.58952042130408	2.33206463667457
-0.515444730779536	-0.599454718443475
-0.221809398059481	-0.154085806097884
-0.373283431415109	-0.418686184341541
1.09439300294801	1.02478126801925
-0.370323481841224	-0.255325017086092
-1.08122385868181	-0.977670959686898
0.280709612353229	0.279883825582544
-0.663966771496674	-0.331275619472123
-0.778655343323875	-0.851099724451673
0.361406773117554	0.425910606002399
0.862184973168595	0.982297488723354
0.00871382749805094	0.0795297282754386
-1.4901026887184	-1.35900681681921
0.164554294636164	0.279287743437608
0.461358945744889	0.830692330084587
0.721873576496835	0.798071837583168
-0.552422898176321	-0.385724094687769
-0.243259123119317	-0.221650427133386
0.30391416104174	0.696218870189018
1.57461547576797	1.47542048848172
-0.335613840069627	-0.0658037227758724
2.66950515598006	2.84016676605157
-0.529446968301613	-0.386584039775208
2.55210112688117	2.25611205656678
0.0133776809802058	-0.0048616232876883
0.92475312609618	1.05399756927785
0.482738879273762	0.337827967498504
0.312636393050911	0.211425497058331
-1.66247306121621	-1.75041823796502
-0.032114385570313	-0.0282687554374357
-0.39785629746142	-0.356316404050572
-0.436777159195664	-0.0706451866355139
0.697897311752669	0.657313953874516
0.556168678309064	0.538908889563198
-1.53731364841753	-1.59923665433033
0.326283470304596	0.0306068369359197
2.49473014634018	2.33525385858496
-1.58938886595575	-1.3762652714312
-0.837566904738352	-1.34860069529974
-0.0476703415888503	-0.059975332600512
0.589811728154692	0.792090998437121
0.570693104579393	0.70722457307327
-1.14471832833592	-0.759146488570394
-0.260122127095431	-0.561938361139251
-0.450887944455291	-0.133206914115179
-1.11395362428928	-1.31695908887749
-0.475106057667748	-0.346978307944863
-0.092987465634514	-0.213591178684658
-1.09405675990535	-0.818365491845951
0.528167068453942	0.559708730126321
1.24060174095432	1.67595013310026
0.160046067079173	0.0660224400774618
-0.531939969569862	-0.401125349726631
-1.19592931514525	-1.07711526616249
1.63968925614108	1.8055210775396
0.192313423663604	0.129323900291288
-0.179882899949033	-0.150030815983824
-0.259365961342305	0.0425674835525848
1.24495955456637	1.25627005700067
-0.610188026020223	-0.234223326099127
-1.16317913126358	-1.32859676263069
-0.875670078465221	-0.780145419010701
-0.323107615626243	-0.33186519021613
0.373709457593506	0.167408228534856
0.534871748669268	0.516897020688641
0.300295791667451	0.28764107384902
1.67110883555771	1.97868331788974
0.99765091612235	1.15691239437455
1.36852045671167	1.0656647691296
0.789085325398894	0.681712719295456
-2.26946767997575	-2.48148759202862
-1.70545980380806	-1.74505259156956
-1.0294225987357	-1.00508328954541
1.59744771843203	1.65526458306624
0.200694989505707	0.0727239600388198
-0.793459810157667	-0.705127464711329
0.784238701569501	0.831331723024073
