length	current
-1.31409689683287	1.57591592925544
-0.478066379127638	0.740317859254742
-0.344072013785029	0.386478959866485
-1.81059998972752	1.49271401773586
0.620597404097545	-0.682581181672121
0.0251696309683788	-0.298669317170031
1.9782120498373	-1.88765861439167
1.10348049288083	-0.657644078635939
0.296958720938132	-0.176744818682098
-0.0244793930152582	-0.295047097259213
0.293092038656731	-0.277931574688668
-0.782318668794898	0.710652749010511
0.605496022149813	-0.939335309642302
0.79206489725243	-0.619044096655923
-1.53615283283092	1.61814064135146
-0.215212106524761	0.38282682550812
-0.532531892036952	0.927603345214411
-0.375413200115041	0.548127543403509
0.729395187722783	-1.12068660441562
-0.126363807118071	0.0158918003617872
-0.0718553748620969	0.405526987767938
-1.1215644372238	1.22796909901049
2.58952042130408	-2.21587950046805
-0.515444730779536	0.295130892894751
-0.221809398059481	0.162025506131354
-0.373283431415109	-0.0939355806161081
1.09439300294801	-1.3629867816182
-0.370323481841224	0.801310761786471
-1.08122385868181	1.25381410898414
0.280709612353229	-0.547703779692633
-0.663966771496674	0.615008681377459
-0.778655343323875	0.895865902527093
0.361406773117554	-0.287550217938545
0.862184973168595	-0.553703668967772
0.00871382749805094	0.034155922911138
-1.4901026887184	1.23227372578459
0.164554294636164	0.0592528217411249
0.461358945744889	-0.895769640352752
0.721873576496835	-1.23967007388431
-0.552422898176321	-0.0938096823257244
-0.243259123119317	0.126905590472436
0.30391416104174	-0.452809675390683
1.57461547576797	-1.90062013237834
-0.335613840069627	0.422733427401601
2.66950515598006	-1.64652106784217
-0.529446968301613	0.372761198413213
2.55210112688117	-2.30304890666119
0.0133776809802058	0.122919035291845
0.92475312609618	-0.775505384945105
0.482738879273762	-0.124934423225718
0.312636393050911	-0.790222687141851
-1.66247306121621	1.3430801214281
-0.032114385570313	0.0754761410212073
-0.39785629746142	0.23416034276542
-0.436777159195664	0.317036977489438
0.697897311752669	-0.890436102343383
0.556168678309064	-0.57066271747004
-1.53731364841753	1.80102870510635
0.326283470304596	-0.681799749053082
2.49473014634018	-2.46962110998233
-1.58938886595575	2.08721613465839
-0.837566904738352	0.997904728391726
-0.0476703415888503	0.00539998623699112
0.589811728154692	-0.84783931403639
0.570693104579393	-0.552706890832555
-1.14471832833592	1.06083494814455
-0.260122127095431	0.518226460744583
-0.450887944455291	0.258920563082543
-1.11395362428928	1.28680094805232
-0.475106057667748	0.459169001993388
-0.092987465634514	0.114582011142463
-1.09405675990535	0.944257752934153
0.528167068453942	-0.0745121839294847
1.24060174095432	-1.25260657770081
0.160046067079173	-0.647879681425819
-0.531939969569862	0.636875866932062
-1.19592931514525	1.32128350788287
1.63968925614108	-1.24131906068779
0.192313423663604	-0.0805169266007346
-0.179882899949033	-0.101271864930137
-0.259365961342305	0.425253307126597
1.24495955456637	-1.43303188447921
-0.610188026020223	1.04135392630028
-1.16317913126358	0.840216398062753
-0.875670078465221	1.38516127957561
-0.323107615626243	-0.281576516122717
0.373709457593506	-0.379891803842323
0.534871748669268	-0.541782059411171
0.300295791667451	-0.709443754081486
1.67110883555771	-1.52413305814813
0.99765091612235	-0.848971998882545
1.36852045671167	-1.6132517964011
0.789085325398894	-1.02191372110242
-2.26946767997575	2.77703687800593
-1.70545980380806	1.21244322360957
-1.0294225987357	0.607365831853309
1.59744771843203	-1.82787898970828
0.200694989505707	0.289408606046785
-0.793459810157667	0.659342902477095
0.784238701569501	-0.856711373747127
