time	growth
-1.31409689683287	-1.2027287810535
-0.478066379127638	-0.809762903641317
-0.344072013785029	0.113370977877787
-1.81059998972752	-1.92205573349649
0.620597404097545	0.0276627720345014
0.0251696309683788	-0.0273444258410464
1.9782120498373	3.03623358872496
1.10348049288083	1.29577446815091
0.296958720938132	0.613524646880442
-0.0244793930152582	-0.402764840843543
0.293092038656731	-0.791187512448279
-0.782318668794898	-0.633827234640687
0.605496022149813	0.905580386435734
0.79206489725243	1.48306059093067
-1.53615283283092	-2.47047458956436
-0.215212106524761	-0.537106563834589
-0.532531892036952	-0.382103606284522
-0.375413200115041	-0.562687706423301
0.729395187722783	0.455326718635041
-0.126363807118071	1.06155695332299
-0.0718553748620969	0.338177988783269
-1.1215644372238	-0.270514097182777
2.58952042130408	2.87868031983278
-0.515444730779536	-0.533222493826723
-0.221809398059481	-1.21514520032447
-0.373283431415109	-0.509633888105718
1.09439300294801	1.80069637295759
-0.370323481841224	-1.08693627822906
-1.08122385868181	-0.333858926065942
0.280709612353229	0.139638144150764
-0.663966771496674	-0.840855156146125
-0.778655343323875	-1.72775358782792
0.361406773117554	-0.10124132344039
0.862184973168595	0.304895938781711
0.00871382749805094	-0.766180753894372
-1.4901026887184	-1.22336025422291
0.164554294636164	0.316231187514688
0.461358945744889	0.255306046422529
0.721873576496835	1.30663849398403
-0.552422898176321	-0.120936227414103
-0.243259123119317	-0.0459128491339965
0.30391416104174	-0.34665059684123
1.57461547576797	1.66621096246235
-0.335613840069627	-0.486896515195751
2.66950515598006	2.89663266854634
-0.529446968301613	-0.31360815193009
2.55210112688117	2.09370427694851
0.0133776809802058	0.401133493251841
0.92475312609618	1.2213586286478
0.482738879273762	0.183523442836522
0.312636393050911	0.488018012717579
-1.66247306121621	-1.51655620417798
-0.032114385570313	-1.07771461464796
-0.39785629746142	-0.0303137940282276
-0.436777159195664	-1.0489185204468
0.697897311752669	0.550481333964743
0.556168678309064	0.543883015460246
-1.53731364841753	-2.32605321102356
0.326283470304596	0.781517169023845
2.49473014634018	1.92652607844777
-1.58938886595575	-0.85085512435736
-0.837566904738352	-1.74113236782095
-0.0476703415888503	0.211092146883044
0.589811728154692	0.820971283041421
0.570693104579393	-0.0347006692553816
-1.14471832833592	-0.589984657161419
-0.260122127095431	-0.62744121746445
-0.450887944455291	0.890272930881139
-1.11395362428928	-0.891557456478473
-0.475106057667748	-0.475991290776062
-0.092987465634514	0.715718682355277
-1.09405675990535	-1.58683379664726
0.528167068453942	0.905779761612823
1.24060174095432	1.68919272340293
0.160046067079173	0.307238509847223
-0.531939969569862	-0.0851876316440886
-1.19592931514525	-1.93119722385326
1.63968925614108	1.95238176395125
0.192313423663604	-0.636673551537358
-0.179882899949033	0.342181443241691
-0.259365961342305	-0.143842503575339
1.24495955456637	0.571160325064372
-0.610188026020223	-0.853279963447859
-1.16317913126358	-1.38344395831249
-0.875670078465221	-0.778451194558327
-0.323107615626243	-0.71229796812255
0.373709457593506	0.0091878207844498
0.534871748669268	0.334764895628012
0.300295791667451	0.670853585297783
1.67110883555771	2.2920129984139
0.99765091612235	0.336280478239409
1.36852045671167	1.30125785979088
0.789085325398894	0.362287931642194
-2.26946767997575	-2.64940483102639
-1.70545980380806	-1.70610442885515
-1.0294225987357	-0.467991528547859
1.59744771843203	2.47443538655803
0.200694989505707	-0.701254493555581
-0.793459810157667	-1.19796745827888
0.784238701569501	0.355653002735452
